sno,Resumes,JD,Result
40,objective leverage extensive experience organic farming sustainable agriculture contribute effectively team focus digital transformation cybersecurity education master science sustainable agriculture greenfield university greenfield can graduate may 20xx skill expertise soil management organic farming technique strong understand sustainable agriculture principle practice proficient crop rotation planning pest management strategy excellent communication teamwork skill develop agricultural cooperative project highly adaptable change environmental condition adept problemsolve professional experience farm manager green harvest farm greenfield can june 20xx present manage daytoday operation acre organic farm include crop planning irrigation management harvest scheduling implement sustainable farming practice optimize soil health crop yield lead team farmhand execute task efficiently safely certification certify permaculture designer permaculture institute anytown usa issue january 20xx language english fluent spanish proficient reference available upon request,innovatetech solution specialize harness artificial intelligence revolutionize customer experience across various industry team expert dedicate push boundary ai innovation deliver impactful solution job description innovatetech solution look talented deep learn engineer join ai research development team deep learn engineer instrumental develop cuttingedge machine learning model power aidriven application collaborate closely datum scientist software engineer domain expert build scalable efficient deep learning solution responsibility design implement deep learning model cnns rnn transformer solve complex problem specific domain application area collaborate crossfunctional team understand business requirement translate technical specification experiment different architecture algorithm optimize model performance accuracy conduct research stay update late advancement deep learning ai deploy maintain model production environment ensure scalability reliability perform datum preprocesse feature engineering analysis support model development participate code review documentation knowledge share activity within team requirement bachelors degree computer science engineering mathematic relate field master degree prefer proven experience develop deploy deep learning model use tensorflow pytorch similar framework solid understand neural network architecture algorithm experience natural language processing nlp computer vision reinforcement learning plus strong programming skill python proficiency librarie numpy panda etc ability work effectively collaborative team environment independently require excellent problemsolving skill passion ai machine learn benefit competitive salary performancebase bonus comprehensive health benefit package flexible work hour remote work option professional development opportunity train dynamic innovative work environment opportunity contribute impactful project join innovatetech solution part team shape future ai innovation apply bring deep learning expertise drive meaningful impact,0
41,john doe 123 main street austin tx 78701 555 1234567 johndoeemailcom summary innovative resultsdriven iot solutions architect 8 years experience designing implementing complex iot solutions expertise sensor networks cloud platforms data analytics cybersecurity proven track record delivering scalable secure iot architectures meet client objectives industry standards professional experience iot solutions architect techsolutions inc austin tx march 2018 present designed implemented endtoend iot solutions clients various industries focusing scalability reliability security collaborated crossfunctional teams including software engineers hardware engineers data scientists integrate iot solutions existing infrastructures evaluated recommended iot platforms technologies based project requirements industry best practices developed technical documentation including architecture diagrams technical specifications implementation plans provided technical leadership guidance throughout project lifecycle ensuring successful delivery client satisfaction conducted feasibility studies proofofconcepts validate proposed iot solutions resulting optimized performance costefficiency stayed updated emerging iot technologies industry trends implementing innovative solutions enhance product offerings iot engineer innovatetech solutions san francisco ca june 2014 february 2018 contributed design development iot systems focusing sensor integration data collection cloudbased analytics implemented mqtt protocol efficient communication iot devices cloud platforms collaborated software development teams integrate iot functionalities enterprise applications conducted performance testing optimization ensure system reliability scalability education master science electrical engineering university texas austin austin tx graduated may 2014 bachelor science computer science university california berkeley ca graduated may 2012 skills deep understanding iot protocols communication technologies mqtt coap lorawan proficient iot platforms aws iot azure iot google cloud iot strong programming skills python java c experience data analytics visualization tools including apache kafka spark tableau excellent problemsolving analytical skills effective communication presentation skills proven ability convey technical information diverse audiences certifications aws certified iot specialty languages english native spanish proficient,location austin texas company nexustech solutions us nexustech solutions leading provider innovative iot solutions healthcare sector specialize developing cuttingedge technologies enhance patient care operational efficiency healthcare outcomes job description seeking highly skilled iot solutions architect join dynamic team ideal candidate strong background iot technologies including sensor networks cloud platforms data analytics cybersecurity iot solutions architect responsible designing endtoend iot solutions meet clients business needs technical requirements responsibilities design architect iot solutions concept deployment considering factors scalability reliability security collaborate crossfunctional teams including software engineers hardware engineers data scientists implement iot solutions evaluate select appropriate iot platforms technologies based project requirements develop technical documentation including architecture diagrams technical specifications implementation plans provide technical leadership guidance development teams throughout project lifecycle conduct feasibility studies proofofconcepts validate proposed iot solutions stay updated emerging iot technologies industry trends requirements bachelor â€™ degree computer science electrical engineering related field master â€™ degree preferred proven experience iot solutions architect similar role minimum 5 years iot solution design implementation deep understanding iot protocols communication technologies eg mqtt coap lorawan handson experience iot platforms eg aws iot azure iot google cloud iot strong programming skills languages python java c experience data analytics visualization tools iot data eg apache kafka spark tableau excellent problemsolving analytical skills effective communication skills ability present technical information diverse audiences preferred qualifications certifications iotrelated technologies eg aws certified iot specialty cisco iot certifications experience industries healthcare iot applications critical familiarity regulatory requirements standards related iot security data privacy benefits competitive salary benefits package opportunity work cuttingedge iot technologies career growth professional development opportunities rapidly growing company join team part shaping future iot solutions nexustech solutions apply sending resume cover letter careersnexustechsolutionscom location austin texas company nexustech solutions us nexustech solutions leading provider innovative iot solutions healthcare sector specialize developing cuttingedge technologies enhance patient care operational efficiency healthcare outcomes job description seeking highly skilled iot solutions architect join dynamic team ideal candidate strong background iot technologies including sensor networks cloud platforms data analytics cybersecurity iot solutions architect responsible designing endtoend iot solutions meet clients business needs technical requirements responsibilities design architect iot solutions concept deployment considering factors scalability reliability security collaborate crossfunctional teams including software engineers hardware engineers data scientists implement iot solutions evaluate select appropriate iot platforms technologies based project requirements develop technical documentation including architecture diagrams technical specifications implementation plans provide technical leadership guidance development teams throughout project lifecycle conduct feasibility studies proofofconcepts validate proposed iot solutions stay updated emerging iot technologies industry trends requirements bachelor â€™ degree computer science electrical engineering related field master â€™ degree preferred proven experience iot solutions architect similar role minimum 5 years iot solution design implementation deep understanding iot protocols communication technologies eg mqtt coap lorawan handson experience iot platforms eg aws iot azure iot google cloud iot strong programming skills languages python java c experience data analytics visualization tools iot data eg apache kafka spark tableau excellent problemsolving analytical skills effective communication skills ability present technical information diverse audiences preferred qualifications certifications iotrelated technologies eg aws certified iot specialty cisco iot certifications experience industries healthcare iot applications critical familiarity regulatory requirements standards related iot security data privacy benefits competitive salary benefits package opportunity work cuttingedge iot technologies career growth professional development opportunities rapidly growing company join team part shaping future iot solutions nexustech solutions apply sending resume cover letter careersnexustechsolutionscom location austin texas company nexustech solutions us nexustech solutions leading provider innovative iot solutions healthcare sector specialize developing cuttingedge technologies enhance patient care operational efficiency healthcare outcomes job description seeking highly skilled iot solutions architect join dynamic team ideal candidate strong background iot technologies including sensor networks cloud platforms data analytics cybersecurity iot solutions architect responsible designing endtoend iot solutions meet clients business needs technical requirements responsibilities design architect iot solutions concept deployment considering factors scalability reliability security collaborate crossfunctional teams including software engineers hardware engineers data scientists implement iot solutions evaluate select appropriate iot platforms technologies based project requirements develop technical documentation including architecture diagrams technical specifications implementation plans provide technical leadership guidance development teams throughout project lifecycle conduct feasibility studies proofofconcepts validate proposed iot solutions stay updated emerging iot technologies industry trends requirements bachelor â€™ degree computer science electrical engineering related field master â€™ degree preferred proven experience iot solutions architect similar role minimum 5 years iot solution design implementation deep understanding iot protocols communication technologies eg mqtt coap lorawan handson experience iot platforms eg aws iot azure iot google cloud iot strong programming skills languages python java c experience data analytics visualization tools iot data eg apache kafka spark tableau excellent problemsolving analytical skills effective communication skills ability present technical information diverse audiences preferred qualifications certifications iotrelated technologies eg aws certified iot specialty cisco iot certifications experience industries healthcare iot applications critical familiarity regulatory requirements standards related iot security data privacy benefits competitive salary benefits package opportunity work cuttingedge iot technologies career growth professional development opportunities rapidly growing company join team part shaping future iot solutions nexustech solutions apply sending resume cover letter careersnexustechsolutionscom,1
42,jane smith 123 blockchain street new york ny 10001 555 1234567 janesmithemailcom summary innovative resultsdriven blockchain developer 5 years experience designing implementing decentralized applications dapps smart contracts skilled ethereum hyperledger platforms strong understanding cryptographic principles blockchain security passionate leveraging blockchain technology enhance digital transactions improve business processes professional experience blockchain developer techchain solutions new york ny january 2019 present designed developed smart contracts decentralized applications dapps using solidity javascript ethereum platform implemented blockchain technology facilitate secure transparent digital transactions clients fintech supply chain industries collaborated backend developers integrate blockchain solutions existing enterprise applications conducted code reviews implemented best practices ensure code quality security performance researched evaluated emerging blockchain technologies potential applications business use cases provided technical guidance mentorship junior developers blockchain development practices blockchain developer intern blocktech solutions san francisco ca may 2017 december 2018 assisted development testing smart contracts decentralized applications dapps ethereum platform participated blockchain hackathons contributed opensource blockchain projects researched implemented cryptographic algorithms security protocols blockchain applications collaborated crossfunctional teams prototype deploy blockchain solutions proofofconcept projects education master science computer science new york university new york ny graduated may 2017 bachelor engineering software engineering university california berkeley ca graduated may 2015 skills proficient solidity javascript python c programming languages experience ethereum hyperledger blockchain platforms knowledge cryptographic principles blockchain security protocols strong understanding decentralized consensus methodologies proof work proof stake excellent problemsolving analytical skills effective communication collaboration skills crossfunctional teams certifications certified blockchain developer cbd languages english native spanish proficient,job title blockchain developer location new york ny company cryptotech innovations us cryptotech innovations leading blockchain technology company dedicated revolutionizing digital transactions across industries specialize developing secure decentralized applications dapps blockchain solutions ensure transparency efficiency scalability job description seeking skilled blockchain developer join dynamic team ideal candidate strong background blockchain development passion exploring new technologies blockchain developer collaborate crossfunctional teams design implement innovative blockchain solutions meet clients business needs responsibilities design develop smart contracts decentralized applications dapps various blockchain platforms eg ethereum hyperledger implement blockchain technology enable secure transparent digital transactions collaborate backend developers integrate blockchain existing applications conduct code reviews ensure code quality security performance research evaluate blockchain technologies potential applications troubleshoot debug blockchainbased applications stay updated blockchain industry trends developments requirements bachelor â€™ degree computer science engineering related field master â€™ degree preferred proven experience blockchain developer similar role minimum x years blockchain development strong proficiency programming languages solidity javascript python experience blockchain frameworks platforms eg ethereum hyperledger fabric knowledge cryptographic principles security protocols understanding decentralized consensus methodologies proof work proof stake excellent problemsolving analytical skills effective communication skills ability collaborate team environment preferred qualifications contributions opensource blockchain projects experience devops practices blockchain deployment management familiarity tokenomics cryptocurrency exchanges certifications blockchain technology eg certified blockchain developer benefits competitive salary benefits package opportunity work cuttingedge blockchain technologies career growth professional development fastpaced innovative environment join team contribute shaping future blockchain technology cryptotech innovations apply sending resume cover letter email protected,1
43,"Name John Mukesh Contact  john.mukesh@example.com | (555) 555-5555 Experience Software Engineer at ABC Corp (2019 - Present)  - Developed and maintained web applications using React and Node.js.  - Implemented RESTful APIs and improved performance by 30%.  - Led a team of 5 developers in various projects. - Junior Developer at XYZ Inc (2017 - 2019)  - Assisted in the development of e-commerce platforms.  - Debugged and optimized code for better performance.  - Collaborated with senior developers to design scalable solutions. Education: - B.S. in Computer Science, University of Somewhere (2013 - 2017)","Job Title: Senior Software Engineer Reports To: Engineering Manager Job Overview: We are looking for a Senior Software Engineer to join our dynamic team,Qualifications:
- Bachelor's degree in Computer Science or a related field.
- 5+ years of experience in software development.
- Proficiency in JavaScript, React, and Node.js.
- Strong understanding of RESTful API design and microservices architecture.
- Experience with database technologies such as MongoDB and MySQL.
- Excellent problem-solving and communication skills.",1
44,"Name: Jane Smith Contact: jane.smith@example.com | (555) 555-5556 Experience: - Data Scientist at DataCorp (2020 - Present)  - Developed machine learning models to predict customer churn.  - Analyzed large datasets using Python and SQL.  - Created data visualizations to communicate insights to stakeholders. - Data Analyst at TechSolutions (2018 - 2020)  - Conducted data analysis to support business decisions.  - Automated data processing tasks using Python scripts.  - Collaborated with data engineers to ensure data quality. Education: - M.S. in Data Science, University of Tech (2016 - 2018) - B.S. in Statistics, University of Somewhere (2012 - 2016)","ob Title: Data Scientist Reports To: Head of Data Science Job Overview: We are seeking a Data Scientist to join our analytics team,Qualifications:
- Master's degree in Data Science, Statistics, or a related field.
- 3+ years of experience in data science or analytics.
- Proficiency in Python, R, and SQL.
- Strong understanding of machine learning algorithms and statistical methods.
- Experience with data visualization tools such as Tableau or Power BI.Education:
- M.S. in Data Science, Statistics, or a related discipline.",1
45,"Name: Mark Johnson Contact: mark.johnson@example.com | (555) 555-5557 Experience: - Marketing Manager at CreativeSolutions (2018 - Present)  - Developed and executed marketing campaigns that increased brand awareness by 20%.  - Managed a team of 10 marketing professionals.  - Conducted market research to identify new opportunities. - Marketing Coordinator at AdAgency (2015 - 2018)  - Coordinated and executed advertising campaigns across multiple channels.  - Analyzed campaign performance and provided recommendations for improvement.  - Assisted in the creation of marketing materials. Education: - MBA in Marketing, Business University (2013 - 2015) - B.A. in Communication, State College (2009 - 2013) Skills: - Marketing Strategy: Campaign Planning, Market Research - Digital Marketing: SEO, SEM, Social Media Marketing - Tools: Google Analytics, Hootsuite, HubSpot Certifications: - Certified Digital Marketing Professional - Google Analytics Certified","Job Title: Marketing Manager Reports To: Director of Marketing Job Overview: We are looking for a Marketing Manager to lead our marketing efforts and drive brand growth. The ideal candidate will have a proven track record in developing and executing successful marketing campaigns. You will be responsible for managing a team and overseeing all marketing activities. Responsibilities and Duties: - Develop and implement marketing strategies to achieve business goals. - Manage and mentor a team of marketing professionals. - Conduct market research to identify new opportunities and trends. - Oversee the creation of marketing materials and campaigns. - Analyze campaign performance and optimize for better results. Qualifications: - MBA in Marketing or a related field. - 5+ years of experience in marketing, with at least 2 years in a managerial role. - Strong understanding of digital marketing and social media platforms. - Experience with market research and data analysis,Education:
- MBA in Marketing or a related discipline.",1
46,"Name: Emily Davis Contact: emily.davis@example.com | (555) 555-5558 Experience: - Project Manager at BuildIt Inc (2017 - Present)  - Managed construction projects from planning to completion.  - Coordinated with clients, contractors, and suppliers.  - Ensured projects were completed on time and within budget. - Assistant Project Manager at ConstructCo (2014 - 2017)  - Assisted in the management of construction projects.  - Prepared project schedules and monitored progress.  - Assisted in budgeting and resource allocation. Education: - B.S. in Civil Engineering, Tech University (2010 - 2014)","ob Title: Project Manager

Reports To: Director of Construction

Job Overview:
We are seeking a Project Manager to oversee our construction projects,Qualifications:
- Bachelor's degree in Civil Engineering or a related field.
- PMP Certification or equivalent.
- 5+ years of experience in project management within the construction industry.
- Strong knowledge of project management software and tools.,Education:
- B.S. in Civil Engineering or a related discipline.",1
47,"Name: Alice Thompson Contact: alice.thompson@example.com | (555) 555-5559 Experience: - Art Director at Creative Studio (2016 - Present)  - Led the design team in creating visual concepts for advertising campaigns.  - Collaborated with clients to develop brand identities and marketing materials.  - Managed a team of graphic designers and illustrators. - Graphic Designer at DesignWorks (2013 - 2016)  - Created graphics and layouts for product illustrations and company logos.  - Worked closely with the marketing team to produce promotional materials.  - Conducted photo shoots and edited images for print and digital use. Education: - B.A. in Graphic Design, Art Institute (2009 - 2013)","Job Title: Financial Analyst

Reports To: Chief Financial Officer

Job Overview:
We are seeking a Financial Analyst to join our finance team.,Qualifications:
- Bachelor's degree in Finance, Accounting, or a related field.
- 3+ years of experience in financial analysis or a similar role.,Education:
- B.S. in Finance, Accounting, or a related discipline.",0
48,"Name: David Brown Contact: david.brown@example.com | (555) 555-5560 Experience: - Chef at Gourmet Restaurant (2018 - Present)  - Created and executed seasonal menus using locally sourced ingredients.,Education:
- Culinary Arts Diploma, Culinary Institute of America (2013 - 2015)

Skills:
- Culinary Skills: Recipe Development, Menu Planning, Food Presentation
- Kitchen Management: Staff Training, Inventory Management","Job Title: Human Resources Manager

Reports To: Director of Human Resources

Job Overview:
We are looking for an experienced Human Resources Manager to oversee all aspects of HR practices,Qualifications:
- Bachelor's degree in Human Resources, Business Administration, or a related field.
- 5+ years of experience in human resources management.,Education:
- B.A. in Human Resources, Business Administration, or a related discipline.",0
49,"Name: Rachel Green Contact: rachel.green@example.com | (555) 555-5561 Experience: - Librarian at City Library (2015 - Present)  - Managed library resources, including cataloging and classification.,Education:
- M.L.S. in Library Science, State University (2010 - 2012)
- B.A. in English Literature, Liberal Arts College (2006 - 2010)

Skills:
- Library Management: Cataloging, Classification, Information Retrieval
- Research Skills: Database Searching, Reference Services
- Tools: Integrated Library Systems (ILS), Digital Archives","Job Title: Sales Manager

Reports To: Vice President of Sales

Job Overview:
We are seeking a Sales Manager to lead our sales team and drive revenue growth.,Qualifications:
- Bachelor's degree in Business, Marketing, or a related field.
- 5+ years of experience in sales management.,Education:
- B.A. in Business, Marketing, or a related discipline.",0
50,"Name: Ravi Kumar Contact: ravi.kumar@example.com | (555) 555-5552 Experience: - Software Developer at Infosys Ltd (2019 - Present)  - Developed and maintained web applications using Java and Spring Boot.  - Designed RESTful APIs and integrated third-party services,Education:
- B.Tech in Computer Science, Jawaharlal Nehru Technological University (2012 - 2016)","Job Title: Software Developer

Reports To: Lead Software Engineer

Job Overview:
We are looking for a skilled Software Developer to join our team.,Qualifications:
- Bachelor's degree in Computer Science or a related field.
- 3+ years of experience in software development.
- Proficiency in Java, Spring Boot, and web technologies.,Education:
- B.Tech in Computer Science or a related discipline.",1
51,"LIAM JOHNSON Analytics Enthusiast | Data Science | Problem-Solving 1 234 5551234 help@enhancv.com linkedin.com San Diego, California SUMMARY An ambitious data aficionado eager to apply knowledge in descriptive, predictive, and prescriptive statistics to practical challenges. Excels in data preparation, analysis, and presenting findings in an understandable manner. Aspires to shape sustainable, accessible, and inclusive business practices through data science. Skillset includes Python, R, SQL, and statistical modeling, with a goal to drive real accountability and professional growth in a supportive team environment. EXPERIENCE Data Analysis Volunteer Open Data Initiative 02/2023 Present San Diego, California Analyzed over 1TB of open-source datasets to identify key trends and patterns, contributing to three major public research projects. Employed statistical methods to clean and prepare data, enhancing the quality of information available to community stakeholders. Created compelling visualizations using Tableau that increased the comprehension of complex data sets for non-technical audiences. Presented findings to a team, enhancing strategic discussions and enabling data-driven decision-making for upcoming initiatives. Collaborated with cross-functional groups to align data analysis outcomes with organizational goals, resulting in optimized data resources for public use. Project Contributor Code for America 01/2023 02/2023 San Diego, California Contributed code to a civic tech project, addressing local issues and positively impacting 10,000 residents. Participated in hackathons, developing solutions for data-driven challenges faced by non-profits in San Diego area. Assisted in the research and development of algorithms that improved service delivery efficiency by 15%. Engaged in peer reviews and collaborative problem-solving sessions to enhance project outcomes. VOLUNTEERING Data Analyst Volunteer San Diego Data Science Group 01/2023 Present Supporting the non-profit community with data insights to drive social change initiatives. Processed and analyzed survey data from local social programs to assess impact and efficacy. Led the development of an interactive dashboard to help visualize community needs and resource distribution. Organized data collection drives that increased available information for analysis by 20%. Facilitated workshops to teach basic data literacy to other volunteers. EDUCATION Bachelor of Science in Computer Science University of California San Diego 01/2019 01/2023 San Diego, California ACHIEVEMENTS First Place in Local Hackathon Led a team to win a local hackathon by developing an app for optimizing city transport routes, affecting 30,000 daily commuters. Data Visualization Recognition Received accolades from a community organization for designing a visualization that elucidated key insights from complex demographic data. Academic Scholarship Recipient Awarded a prestigious academic scholarship for excellence in computer science studies during my Bachelor's degree. Contributor to Non-Profit Success Analysis of community survey data led to a 25% increase in funding for key social programs in San Diego. SKILLS Data Analysis Statistical Modeling Machine Learning Python R SQL COURSES Certified Data Science Professional Completing an industry-recognized certification focused on practical applications of data science from DataCamp. Advanced Machine Learning with Python Developed an in-depth understanding of machine learning algorithms using Python through a course provided by Coursera. PASSIONS Open-Source Contributions Passionate about contributing to open source projects that make a difference in the community",sample data scientist job description company x rely insightful data power systems solutions seeking experienced data scientist deliver insights daily basis ideal candidate mathematical statistical expertise along natural curiosity creative mind mining interpreting cleaning data person relied ask questions connect dots uncover hidden opportunities realizing datas full potential part team specialists data scientist slice dice data using various methods create new visions future objectives role collaborate product design engineering teams develop understanding needs research devise innovative statistical models data analysis communicate findings stakeholders enable smarter business processes using analytics meaningful insights keep current technical industry developments responsibilities serve lead data strategist identify integrate new datasets leveraged product capabilities work closely engineering team development data products execute analytical experiments help solve problems across various domains industries identify relevant data sources sets mine client business needs collect large structured unstructured datasets variables devise utilize algorithms models mine bigdata stores perform data error analysis improve models clean validate data uniformity accuracy analyze data trends patterns interpret data clear objectives mind implement analytical models production collaborating software developers machinelearning engineers required skills qualifications seven years experience data science proficiency data mining mathematics statistical analysis advanced experience pattern recognition predictive modeling experience excel powerpoint tableau sql programming languages ex javapython sas ability work effectively dynamic researchoriented group several concurrent projects preferred skills qualifications bachelors degree equivalent statistics applied mathematics related discipline two years project management experience professional certification,1
52,"AnshSaxena
 FinalYearUndergraduate| IITKanpur anshsaxena777@gmail.com
 Majors:MathematicsandScientificComputing|CivilEngineering Phone:+91-8299309957
 Minor:MachineLearning github| linkedin
 ACADEMICQUALIFICATIONS
 Year Degree Institute CPI/%
 2019-2024 B.Tech(DoubleMajor) IndianInstituteofTechnologyKanpur 9.1/10.00
 2019 CBSE(XII) LBSSSeniorSecSchool,NewDelhi 90.2%
 2017 CBSE(X) KV2OCF,Shahjahanpur,UP 10.0/10.0
 PROFESSIONALEXPERIENCE
 AlphagrepSecurities|QuantitativeResearchIntern (May’23-Jul’23)
 lReceivedLetterofRecommendationforexcellentperformance
 Objective •DesignuncorrelatedalphasonBankniftyfuturesandoptionsdataofpastthreeyearsfrom2019to2021
 •Deviseatradingstrategytomaximisesharperatioandbasispointbyconstructivelyintegratingalphas
 Approach
SKILLS
 Programming:C,C++,Python Libraries:Numpy,Pandas,Matplotlib,Scikit-Learn
 Utilities:LibreCAD,Windows,Jupyter,LATEX,Colab
 ", data scientist job description company  rely insightful data power systems solutions seeking experienced data scientist deliver insights daily basis ideal candidate mathematical statistical expertise along natural curiosity creative mind mining interpreting cleaning data person relied ask questions connect dots uncover hidden opportunities realizing datas full potential part team specialists data scientist slice dice data using various methods create new visions future objectives role collaborate product design engineering teams develop understanding needs research devise innovative statistical models data analysis communicate findings stakeholders enable smarter business processes using analytics meaningful insights keep current technical industry developments responsibilities serve lead data strategist identify integrate new datasets leveraged product capabilities work closely engineering team development data products execute analytical experiments help solve problems across various domains industries identify relevant data sources sets mine client business needs collect large structured unstructured datasets variables devise utilize algorithms models mine bigdata stores perform data error analysis improve models clean validate data uniformity accuracy analyze data trends patterns interpret data clear objectives mind implement analytical models production collaborating software developers machinelearning engineers required skills qualifications seven years experience data science proficiency data mining mathematics statistical analysis advanced experience pattern recognition predictive modeling experience excel powerpoint tableau sql programming languages ex javapython sas ability work effectively dynamic researchoriented group several concurrent projects preferred skills qualifications bachelors degree equivalent statistics applied mathematics related discipline two years project management experience professional certification,0
53,"ENGINEERING INTERN
 Summary
 Candidate with a fifteen months experience in production supervising and manufacturing seeking opportunity in field of Quality, Supply Chain and
 Manufacturing
 Highlights
 DMAIC, Failure Modes and Efective Analysis (FMEA), Kaizen, Lean Manufacturing , 5S, Value Stream Mapping, Root Cause Analysis,
 PFMEA Quality tools: Statistical Process Control, Process Capability, ANOVA, Gage R & R Software: Programmable Logic controls (PLC),
 Discrete Control system (DCS), Microsoft o fice, Minitab, Pro-E, Working knowledge of Auto-Cad , C++, C, Visual Basics, Process flow
 diagram
 Experience
 Engineering Intern May 2014 to Aug 2014 
Company Name ï¼ City , State
 Research and Development of new product, Rubber Screen Panels used in mining industries Manufacturing and Production of new product
 using Injection Molding technique Scheduling and Planning operations Implementation of strategic planning and control Application of Lean
 manufacturing Eficient handling Injection Molding machine Folowed ISO 9001 Community Beer Works, Lean Six Sigma Intern.
 Sep 2013 to Dec 2013 
City , State
 Applied six sigma tools DMAIC to the transaction process in an organization Reviewed and applied 5S, cause and e fect diagram,
 histogram, Pareto Chart, Value Stream Mapping etc.
 Analyzed and Improved process by which more profit can be generated by an organization Suggested use of a portal which reduces the
 lead time between ordering and receiving in transactional process National Organic Chemicals of India Limited (NOCIL) Rubber Chemical
 Division.
 Navi Mumbai, India.
 Production Supervisor Jul 2011 to Jul 2012 
Supervised production unit known as CBS (n-cyclohexylamine 2- benzothiozole sulpanamide which produced chemical which is further
 used as accelerator in production of tires by clients such as MRF ( Madras Rubber Factory), Monsento (company in brazil) Handled
 distilation columns, pressure vessels and valves controled by PLC and DCS Eficiently maintained distilation columns without any single
 event of mishandling Folowed hazardous operability process (HAZOP) Implementation of failure mode e fective analysis (FMEA).
 Education
 Master of Science , Industrial Engineering Dec 2014 University at Bufalo, The State University of New York GPA: 3.35/4.0 3.35/4.0 Industrial
 Engineering Design and Analysis of Experiments, Supply Chain Modeling and Optimization, Production Planning and Control, Six Sigma Quality,
 Facility Design, Quality Assurance, Sustainable Manufacturing, Lean Manufacturing, Computer Integrated Manufacturing, Project Management.
 Bachelor of Engineering , Chemical Engineering Aug 2011 University of Mumbai ï¼ City , India Chemical Engineering Instrumentation and Process
 Control, Reaction Kinetics, Transport Phenomena, Environmental Engineering, Heat Transfer Operations, Mass Transfer Operations, Chemical
 Engineering Thermodynamics.
 Skils
 Auto-Cad, C, C++, clients, HAZOP, ISO 9001, Logic, Microsoft o fice, Works, Minitab, Optimization, PLC, Pro-E, profit, Project
 Management, Quality, Quality Assurance, receiving, Research, Scheduling, Six Sigma, Statistical Process Control, strategic planning, Supply
 Chain, Visual Basics,","Job Title: Human Resources Assistant
Job Description: This position reports to the Human Resources (HR) director and
interfaces with company managers and HR staff. Company XYZ is
committed to an employee-orientated, high performance culture that
emphasizes empowerment, quality, continuous improvement, and the
recruitment and ongoing development of a superior workforce.
The intern will gain exposure
to these functional areas: HR Information Systems; Employee relations; Training and development;
Benefits; Compensation; Organization development; Employment
Specific responsibilities: - Employee orientation and training logistics and recordkeeping
- Company-wide committee facilitation and participation
- Employee safety, welfare, wellness and health reporting
- Provide direct support to employees during implementation of HR
services, policies and programs
What skills will the
intern learn: - Active participation in strategic planning process, including
 developing goals, objectives and processes
- How to engage professionally in HR meetings and seminars with
other HR professionals in the region
- Gain experience with Human Resources Information system (HRIS)
database management and record keeping
- Application of HR law and compliance with governmental regulations
Qualifications: - Proficient with Microsoft Word and Excel
- General knowledge of employment law and practices
- Able to maintain a high level of confidentiality
- Effective oral and written management communication skills",0
